id;block;typ;stt;de;suchvarianten;en;ru;fa;fa_vokal;k_en;k_ru;k_fa;anmerkung;es;k_es;pt;k_pt;hr;k_hr;fr;k_fr
D038;D;hart;1;Asasel;Asasel-Bock|Asasel;Azazel;Азазель;عزازیل;;3;3;2;Kern der Heiligtumstypologie.;Azazel;3;Azazel;3;Azazel;3;Azazel;3
D039;D;hart;1;Adventbewegung;Adventbewegung;Advent movement;адвентистское движение;جنبش ادونتیست;جُنبِشِ اَدوِنتیست;3;3;3;;movimiento adventista;3;movimento adventista;3;adventistički pokret;2;mouvement adventiste;3
D040;D;hart;1;Milleriten;William Miller|Milleriten;Millerites;миллериты;میلریان;میلِریان;3;3;3;;mileritas;3;mileritas;3;mileriti;2;millitistes;3
D041;D;hart;0;Bibelstunde;Bibelgespräch|Bibelstunde;Bible study;библейский урок;مطالعه کتاب‌مقدس;;3;3;2;;estudio bíblico;3;estudo bíblico;3;biblijsko učenje;2;étude biblique;3
D042;D;hart;1;Hauskreis;Kleingruppe|Hauskreis;small group;малая группа;گروه خانگی;گُروهِ خانِگی;3;3;3;;grupo pequeño;3;grupo pequeno;3;mala grupa;2;groupe de maison;3
D043;D;hart;1;Rüsttag;Vorbereitungstag|Rüsttag;preparation day;день приготовления;روز آمادگی;روزِ آمادِگی;3;3;3;Der Freitag. Adventistisch gaengig.;día de preparación;3;dia de preparação;3;dan pripravljanja;2;jour de préparation;3
D044;D;hart;1;Sabbatanfang;Sabbatanfang|Sabbatbeginn;beginning of the Sabbath;начало субботы;آغاز سبت;آغازِ سَبَّت;2;3;3;;inicio del sábado;3;início do sábado;3;početak subote;2;début du sabbat;3
D045;D;hart;1;Andacht;Morgenandacht|Andacht;devotional;духовное размышление;تفکر روحانی;تَفَکُّرِ روحانی;2;2;3;Kein sauberer Standardterminus in RU/FA. Pruefen.;devocional;3;devocional;3;molitva;2;dévotion;3
D046;D;hart;1;Pfadfinder;Pfadfinder|CPA;Pathfinders;следопыты;پیشاهنگان;پیشاهَنگان;3;3;3;Adventistische Jugendorganisation, nicht Scouts allgemein.;ir y buscar;3;ir e buscar;3;istraživači;2;Explorateurs;3
D047;D;hart;1;Schriftprinzip;allein die Schrift|Schriftprinzip|sola scriptura;sola scriptura;только Писание;اصل کتاب مقدس;اَصلِ کِتابِ مُقَدَّس;3;3;3;;sola scriptura;3;sola scriptura;3;sola scriptura;2;sola scriptura;3
D048;D;hart;1;Gemeindeaufbau;Gemeindeaufbau;church growth;созидание церкви;بنای کلیسا;بَنایِ کِلیسا;2;2;3;;crecimiento de la iglesia;3;crescimento da igreja;3;izgradnja crkve;2;croissance de l'église;3
D049;D;hart;1;Missionsbericht;Missionsbericht;mission report;миссионерский отчёт;گزارش مأموریت;گُزارِشِ ماموریَت;3;2;3;;informe de misiones;3;relatório de missões;3;izvještaj o misijama;2;rapport de mission;3
